shortname,fullname,category_path,startdate,enddate,visible
UCPT-S12526-IT-TESTQUA31-15628,Testing & Quality Assurance,UCPT / S12526 / CCS / BSIT,2025-08-01,2025-12-18,1
UCPT-S12526-CC-HCI31-35920,Human Computer Interaction,UCPT / S12526 / CCS / BSIT,2025-08-01,2025-12-18,1
UCPT-S12526-CC-RESCOM31-31462,Methods of Research in Computing,UCPT / S12526 / CCS / BSIT,2025-08-01,2025-12-18,1
UCPT-S12526-IT-EL-04905,IT Elective 1,UCPT / S12526 / CCS / BSIT,2025-08-01,2025-12-18,1
UCPT-S12526-IT-FRE-51497,Free Elective 1,UCPT / S12526 / CCS / BSIT,2025-08-01,2025-12-18,1
UCPT-S12526-IT-FRE-89479,Free Elective 2,UCPT / S12526 / CCS / BSIT,2025-08-01,2025-12-18,1
UCPT-S22526-IT-IMDBSYS32-73822,Information Management (DB Sys. 2),UCPT / S22526 / CCS / BSIT,2026-01-20,2026-06-01,1
UCPT-S22526-IT-INFOSEC32-78242,Information Assurance & Security,UCPT / S22526 / CCS / BSIT,2026-01-20,2026-06-01,1
UCPT-S22526-IT-SYSARCH32-08792,Systems Integration & Architecture,UCPT / S22526 / CCS / BSIT,2026-01-20,2026-06-01,1
UCPT-S22526-CC-TECHNO32-50684,Technopreneurship,UCPT / S22526 / CCS / BSIT,2026-01-20,2026-06-01,1
UCPT-S22526-IT-INTPROG32-44168,Integrative Prog'g & Technologies,UCPT / S22526 / CCS / BSIT,2026-01-20,2026-06-01,1
UCPT-S22526-IT-SYSADMN32-20585,Systems Administration & Maintenance,UCPT / S22526 / CCS / BSIT,2026-01-20,2026-06-01,1
UCPT-S22526-IT-EL-30042,IT Elective 2,UCPT / S22526 / CCS / BSIT,2026-01-20,2026-06-01,1
UCPT-S22526-IT-FRE-35993,Free Elective 3,UCPT / S22526 / CCS / BSIT,2026-01-20,2026-06-01,1
UCPT-S12526-LIT101-97190,Literatures of the World,UCPT / S12526 / CCS / BSIT,2025-08-01,2025-12-18,1
UCPT-S12526-IT-CPSTONE41-36077,Capstone Project 1,UCPT / S12526 / CCS / BSIT,2025-08-01,2025-12-18,1
UCPT-S12526-CC-PROFIS10-75983,Professional Issues in Computing,UCPT / S12526 / CCS / BSIT,2025-08-01,2025-12-18,1
UCPT-S12526-IT-EL-27272,IT Elective 3,UCPT / S12526 / CCS / BSIT,2025-08-01,2025-12-18,1
UCPT-S22526-CC-PRACT40-50577,Practicum,UCPT / S22526 / CCS / BSIT,2026-01-20,2026-06-01,1
UCPT-S22526-IT-CPSTONE42-39448,Capstone Project 2,UCPT / S22526 / CCS / BSIT,2026-01-20,2026-06-01,1
UCPT-S02526-ELPHP1-50378,PHP Programming Module 1,UCPT / S02526 / CCS / BSIT,,,1
UCPT-S02526-ELPHP2-92668,PHP Programming Module 2,UCPT / S02526 / CCS / BSIT,,,1
UCPT-S02526-ELDNET1-05767,.NET Programming Module 1,UCPT / S02526 / CCS / BSIT,,,1
UCPT-S02526-ELDNET2-88771,.NET Programming Module 2,UCPT / S02526 / CCS / BSIT,,,1
UCPT-S02526-ELDROID1-59963,ANDROID Programming Module 1,UCPT / S02526 / CCS / BSIT,,,1
UCPT-S02526-ELDROID2-72667,ANDROID Programming Module 2,UCPT / S02526 / CCS / BSIT,,,1
UCPT-S02526-ELCCNA1-91526,"Enterprise Networking, Security and Automation",UCPT / S02526 / CCS / BSIT,,,1
UCPT-S02526-ELCCNA2-69927,Infrastructure Automation,UCPT / S02526 / CCS / BSIT,,,1
UCPT-S02526-ELEMSYS-90896,Embedded Systems & IoT,UCPT / S02526 / CCS / BSIT,,,1
UCPT-S02526-ELAI-91424,Fundamentals of Artificial Intelligence,UCPT / S02526 / CCS / BSIT,,,1
UCPT-S02526-ELASI-34136,ASI-UC Jumpstart Program,UCPT / S02526 / CCS / BSIT,,,1
UCPT-S02526-ELBIZAN1-28344,Business Analytics Module 1,UCPT / S02526 / CCS / BSIT,,,1
UCPT-S02526-ELBIZAN2-51941,Business Analytics Module 2,UCPT / S02526 / CCS / BSIT,,,1
UCPT-S02526-ELPYTHON-74687,Python Programming,UCPT / S02526 / CCS / BSIT,,,1
UCPT-S02526-FREDTHINK-77850,Principles of Design Thinking,UCPT / S02526 / CCS / BSIT,,,1
UCPT-S02526-FREFORLAN-91405,Foreign Language,UCPT / S02526 / CCS / BSIT,,,1
UCPT-S02526-FREIP-47571,Introduction to Intellectual Property,UCPT / S02526 / CCS / BSIT,,,1
UCPT-S02526-FRETRNDS-87559,Emerging Technologies in ICT,UCPT / S02526 / CCS / BSIT,,,1
UCPT-S02526-FREPM-30989,Introduction to Project Management,UCPT / S02526 / CCS / BSIT,,,1
UCPT-S02526-FRECIS-42166,Cloud Infrastructure Services,UCPT / S02526 / CCS / BSIT,,,1
UCPT-S02526-FREISM-27678,Information Storage Management,UCPT / S02526 / CCS / BSIT,,,1
UCPT-S02526-FREDX-05559,Introduction to Digital Transformation,UCPT / S02526 / CCS / BSIT,,,1
UCPT-S02526-FRELEAN-00762,Lean Startup Methodology,UCPT / S02526 / CCS / BSIT,,,1
UCPT-S02526-FREKYI-58705,Know-Your-Industry/Corporate Readiness,UCPT / S02526 / CCS / BSIT,,,1
UCPT-S02526-FRECERT-99073,Professional Certifications Review,UCPT / S02526 / CCS / BSIT,,,1
